source_candidates_csv,run_id,method,instance,seed,generation,rank,storage_total,pick_faces,interior_storage,retrieval_penalty,candidate_id,layout_signature
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,1,680,262,418,576.0,15,67a6f4f8f954f77d80a9f7aeff15d9041dc361bd
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,0,680,262,418,524.0,16,334779b46d5c288ee3031362a71af20db7b63dd5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,1,680,262,418,576.0,17,0cf129bcce89e5f8a26de7d155210a53886c00dc
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,0,680,262,418,524.0,18,8f2926ac3d427dac9f2e22e7dbb4782d03fe71f9
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,0,600,256,344,444.0,23,31618e0fa9e7ba38a349d70c4dff96d8a35cbd09
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,1,600,256,344,522.0,24,fa8b3ae6d34a080b7f0477f81e4f7a7c987ebe2e
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,0,2,600,248,352,616.0,25,1806574f87db50fbd619950bace22c101eef624b
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,684,260,424,484.0,1,9baad5a6d6d08df213ec54891109e23b1069a9a5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,684,260,424,484.0,2,7ea492661f4a7d780540a41c5bfc758906148e19
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,684,260,424,484.0,3,59c55a28d53f47701301421f850890ad1de7d63b
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,684,260,424,484.0,4,6732d5258a9313035bead181283e041def90bbb2
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,0,648,237,411,490.0,5,3ab80a1d8e68880e815ad780c83cfc2449e7f93f
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,0,648,237,411,490.0,6,451b31cd7494c0e29ac39737991e84853f054397
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,648,237,411,544.0,7,24e93b3467ee5334276be59c5b6e878bb2e06a66
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,648,237,411,544.0,8,19631d63ec0204b55a5a6d539d26aaf84a80581d
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,0,680,262,418,472.0,9,fc4825140fa5e2560776b4b932f5ef46c1588f36
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,680,262,418,524.0,10,334779b46d5c288ee3031362a71af20db7b63dd5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,680,262,418,524.0,11,8f2926ac3d427dac9f2e22e7dbb4782d03fe71f9
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,680,262,418,524.0,12,c3a8d798cccc0ae6137f5d1801f12286f82d75a7
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,632,246,386,550.0,13,08ee812bc396556b6550be0bd82f9266dcd2fe55
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,632,246,386,550.0,14,660d9dab711cc8220a7c4152b9d81284ad744a59
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,2,632,246,386,628.0,15,fe71932ea9ef92cbca4e0b578f20f6e88be50370
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,2,632,246,386,628.0,16,9696e3fb0a981a3c866440c46c54987a8cf3ab94
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,1,624,252,372,562.0,17,8498d8f1059034f9f144b058e7e18d5585555d05
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,0,624,252,372,534.0,18,04b9835ae17dcf7a9c8af907330db39e1d2fb2b9
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,3,624,252,372,666.0,19,b03a188135e15721b5fdacc1e2599f0e913cdfd0
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,1,2,624,252,372,638.0,20,98cd3db7ad48726674c476a63fd54b9db772e099
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,640,243,397,493.0,1,6b741b69cafdf845076912c9118d6404ec3124cc
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,0,640,243,397,467.0,2,c31e5af53b1ab973249c91c35b02a53fe27d43b5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,3,640,243,397,565.0,3,39a901559adc49da187861c456901969a94fbc3c
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,2,640,243,397,539.0,4,4fcb480805af1c3aff3bd464c714a0dc9bc119e4
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,648,237,411,490.0,5,3ab80a1d8e68880e815ad780c83cfc2449e7f93f
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,648,237,411,490.0,6,451b31cd7494c0e29ac39737991e84853f054397
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,3,648,237,411,544.0,7,24e93b3467ee5334276be59c5b6e878bb2e06a66
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,3,648,237,411,544.0,8,19631d63ec0204b55a5a6d539d26aaf84a80581d
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,0,680,262,418,472.0,9,fc4825140fa5e2560776b4b932f5ef46c1588f36
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,680,262,418,524.0,10,334779b46d5c288ee3031362a71af20db7b63dd5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,680,262,418,524.0,11,8f2926ac3d427dac9f2e22e7dbb4782d03fe71f9
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,680,262,418,524.0,12,c3a8d798cccc0ae6137f5d1801f12286f82d75a7
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,684,260,424,484.0,13,9baad5a6d6d08df213ec54891109e23b1069a9a5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,684,260,424,484.0,14,7ea492661f4a7d780540a41c5bfc758906148e19
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,684,260,424,484.0,15,59c55a28d53f47701301421f850890ad1de7d63b
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,2,1,684,260,424,484.0,16,6732d5258a9313035bead181283e041def90bbb2
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,0,680,262,418,472.0,1,fc4825140fa5e2560776b4b932f5ef46c1588f36
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,680,262,418,524.0,2,334779b46d5c288ee3031362a71af20db7b63dd5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,680,262,418,524.0,3,8f2926ac3d427dac9f2e22e7dbb4782d03fe71f9
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,680,262,418,524.0,4,c3a8d798cccc0ae6137f5d1801f12286f82d75a7
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,684,260,424,484.0,5,9baad5a6d6d08df213ec54891109e23b1069a9a5
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,684,260,424,484.0,6,7ea492661f4a7d780540a41c5bfc758906148e19
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,684,260,424,484.0,7,59c55a28d53f47701301421f850890ad1de7d63b
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,1,684,260,424,484.0,8,6732d5258a9313035bead181283e041def90bbb2
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,2,680,262,418,576.0,9,67a6f4f8f954f77d80a9f7aeff15d9041dc361bd
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,2,680,262,418,576.0,10,0cf129bcce89e5f8a26de7d155210a53886c00dc
revision_30seed_final_clean_run\p11\nsga2\profile__p11__nsga2__KOV_WH_N_AW4__s101\runs\Gyorgy-KOVACS_WH_Narrow_AW_4\seed_101\candidates.csv,proposed_nsga2_bs_Gyorgy-KOVACS_WH_Narrow_AW_4_seed_101,proposed_nsga2_bs,Gyorgy-KOVACS_WH_Narrow_AW_4,101,3,2,608,261,347,539.0,11,5855b7a2ce0f7102686a835ce8b745d34e7270fe
